# Untitled0,TW,TE,TAW,TP,RE_over_IN,RTHI,FRD,KCF1,KCF,RCFS,H,HI,FMY,KTHP,THETA_1,DELTA,DELTAstar__1,N,CH,H,HU,CTH,THU,DSU,X
3.300000000000000000e+01,5.400000000000000000e+02,3.098000000000000114e+02,9.282000000000000455e+02,4.548000000000000114e+02,5.302280000000000000e+05,5.710000000000000000e+02,6.312100000000000488e-01,4.779349999999999987e+00,3.255209999999999937e+00,3.375189999999999912e+00,3.101300000000000168e+00,1.383299999999999974e+00,5.653999999999999998e-02,1.592899999999999983e+00,1.675000000000000057e-03,1.890000000000000013e-02,5.193999999999999832e-03,5.391969999999999708e+00,4.953632999999999953e+00,3.599399999999999995e-03,3.705500000000000026e-03,3.599399999999999995e-03,3.705500000000000026e-03,1.807999999999999885e-02,1.957999999999999963e+00
3.400000000000000000e+01,5.400000000000000000e+02,2.898999999999999773e+02,9.262000000000000455e+02,4.463999999999999773e+02,4.836660000000000000e+05,5.550000000000000000e+02,5.947200000000000264e-01,4.813410000000000188e+00,3.126100000000000101e+00,3.218760000000000066e+00,3.372700000000000031e+00,1.381499999999999950e+00,-7.369999999999999815e-03,1.623320000000000096e+00,1.892999999999999934e-03,2.210000000000000159e-02,6.382999999999999785e-03,5.391969999999999708e+00,4.953632999999999953e+00,3.599399999999999995e-03,3.705500000000000026e-03,3.599399999999999995e-03,3.705500000000000026e-03,1.807999999999999885e-02,1.957999999999999963e+00
3.500000000000000000e+01,5.400000000000000000e+02,2.725000000000000000e+02,9.242999999999999545e+02,4.388000000000000114e+02,4.436550000000000000e+05,5.430000000000000000e+02,5.618900000000000006e-01,4.840480000000000338e+00,3.005570000000000075e+00,3.077059999999999906e+00,3.643299999999999983e+00,1.379699999999999926e+00,-4.750000000000000056e-02,1.639850000000000030e+00,2.132999999999999913e-03,2.580000000000000002e-02,7.772000000000000262e-03,5.391969999999999708e+00,4.953632999999999953e+00,3.599399999999999995e-03,3.705500000000000026e-03,3.599399999999999995e-03,3.705500000000000026e-03,1.807999999999999885e-02,1.957999999999999963e+00
3.600000000000000000e+01,5.400000000000000000e+02,2.571000000000000227e+02,9.227000000000000455e+02,4.318999999999999773e+02,4.093230000000000000e+05,5.340000000000000000e+02,5.324699999999999989e-01,4.861720000000000041e+00,2.894089999999999829e+00,2.949269999999999836e+00,3.910600000000000076e+00,1.377899999999999903e+00,-7.166999999999999760e-02,1.646239999999999926e+00,2.393999999999999861e-03,2.999999999999999889e-02,9.362999999999999795e-03,5.391969999999999708e+00,4.953632999999999953e+00,3.599399999999999995e-03,3.705500000000000026e-03,3.599399999999999995e-03,3.705500000000000026e-03,1.807999999999999885e-02,1.957999999999999963e+00
3.700000000000000000e+01,5.400000000000000000e+02,2.436999999999999886e+02,9.212999999999999545e+02,4.258000000000000114e+02,3.799160000000000000e+05,5.270000000000000000e+02,5.062299999999999578e-01,4.877889999999999837e+00,2.791799999999999837e+00,2.834229999999999805e+00,4.171899999999999942e+00,1.376100000000000101e+00,-8.586000000000000576e-02,1.646619999999999973e+00,2.673000000000000029e-03,3.459999999999999881e-02,1.115200000000000045e-02,5.391969999999999708e+00,4.953632999999999953e+00,3.599399999999999995e-03,3.705500000000000026e-03,3.599399999999999995e-03,3.705500000000000026e-03,1.807999999999999885e-02,1.957999999999999963e+00
3.800000000000000000e+01,5.400000000000000000e+02,2.320000000000000000e+02,9.201000000000000227e+02,4.203000000000000114e+02,3.547980000000000000e+05,5.220000000000000000e+02,4.829700000000000104e-01,4.889090000000000380e+00,2.698409999999999975e+00,2.730630000000000113e+00,4.424199999999999910e+00,1.374300000000000077e+00,-9.461999999999999578e-02,1.646079999999999988e+00,2.967000000000000019e-03,3.960000000000000325e-02,1.312699999999999978e-02,5.391969999999999708e+00,4.953632999999999953e+00,3.599399999999999995e-03,3.705500000000000026e-03,3.599399999999999995e-03,3.705500000000000026e-03,1.807999999999999885e-02,1.957999999999999963e+00
3.900000000000000000e+01,5.400000000000000000e+02,2.218000000000000114e+02,9.191000000000000227e+02,4.155000000000000000e+02,3.333790000000000000e+05,5.200000000000000000e+02,4.624400000000000177e-01,4.895539999999999559e+00,2.613490000000000091e+00,2.637770000000000170e+00,4.664900000000000269e+00,1.372600000000000042e+00,-9.897999999999999854e-02,1.642889999999999961e+00,3.272999999999999868e-03,4.490000000000000241e-02,1.527000000000000059e-02,5.391969999999999708e+00,4.953632999999999953e+00,3.599399999999999995e-03,3.705500000000000026e-03,3.599399999999999995e-03,3.705500000000000026e-03,1.807999999999999885e-02,1.957999999999999963e+00
4.000000000000000000e+01,5.400000000000000000e+02,2.130000000000000000e+02,9.182000000000000455e+02,4.111999999999999886e+02,3.151750000000000000e+05,5.190000000000000000e+02,4.444500000000000117e-01,4.897459999999999702e+00,2.536680000000000046e+00,2.554829999999999934e+00,4.891700000000000159e+00,1.370900000000000007e+00,-1.001900000000000013e-01,1.636879999999999891e+00,3.588000000000000043e-03,5.059999999999999915e-02,1.755100000000000063e-02,5.391969999999999708e+00,4.953632999999999953e+00,3.599399999999999995e-03,3.705500000000000026e-03,3.599399999999999995e-03,3.705500000000000026e-03,1.807999999999999885e-02,1.957999999999999963e+00
4.100000000000000000e+01,5.400000000000000000e+02,2.054000000000000057e+02,9.173999999999999773e+02,4.073999999999999773e+02,2.997350000000000000e+05,5.200000000000000000e+02,4.287699999999999845e-01,4.895340000000000025e+00,2.467530000000000001e+00,2.480989999999999807e+00,5.102599999999999802e+00,1.369299999999999962e+00,-9.940000000000000224e-02,1.628849999999999909e+00,3.906999999999999883e-03,5.639999999999999875e-02,1.993599999999999886e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
4.200000000000000000e+01,5.400000000000000000e+02,1.988000000000000114e+02,9.167000000000000455e+02,4.041999999999999886e+02,2.866880000000000000e+05,5.220000000000000000e+02,4.151900000000000035e-01,4.889520000000000088e+00,2.405549999999999855e+00,2.415500000000000203e+00,5.296199999999999797e+00,1.367799999999999905e+00,-9.692000000000000615e-02,1.617350000000000065e+00,4.225999999999999722e-03,6.239999999999999714e-02,2.238300000000000012e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
4.300000000000000000e+01,5.400000000000000000e+02,1.933000000000000114e+02,9.161000000000000227e+02,4.013000000000000114e+02,2.756650000000000000e+05,5.260000000000000000e+02,4.035500000000000198e-01,4.880659999999999776e+00,2.350290000000000212e+00,2.357619999999999827e+00,5.471799999999999997e+00,1.366400000000000059e+00,-9.334000000000000630e-02,1.602710000000000079e+00,4.540999999999999898e-03,6.840000000000000246e-02,2.484899999999999956e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
4.400000000000000000e+01,5.400000000000000000e+02,1.885000000000000000e+02,9.156000000000000227e+02,3.988999999999999773e+02,2.663640000000000000e+05,5.310000000000000000e+02,3.936499999999999999e-01,4.869299999999999962e+00,2.301260000000000083e+00,2.306649999999999867e+00,5.629100000000000215e+00,1.365099999999999980e+00,-8.906999999999999640e-02,1.585120000000000084e+00,4.847999999999999879e-03,7.439999999999999392e-02,2.729099999999999929e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
4.500000000000000000e+01,5.400000000000000000e+02,1.845000000000000000e+02,9.152000000000000455e+02,3.968000000000000114e+02,2.585500000000000000e+05,5.360000000000000000e+02,3.852800000000000114e-01,4.855999999999999872e+00,2.257929999999999993e+00,2.261880000000000113e+00,5.768200000000000216e+00,1.363799999999999901e+00,-8.440000000000000280e-02,1.565029999999999921e+00,5.143000000000000002e-03,8.019999999999999352e-02,2.966900000000000093e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
4.600000000000000000e+01,5.400000000000000000e+02,1.810999999999999943e+02,9.147999999999999545e+02,3.951000000000000227e+02,2.520150000000000000e+05,5.430000000000000000e+02,3.782400000000000206e-01,4.841280000000000250e+00,2.219809999999999839e+00,2.222700000000000120e+00,5.889899999999999913e+00,1.362700000000000022e+00,-7.950000000000000122e-02,1.542559999999999931e+00,5.424000000000000002e-03,8.580000000000000127e-02,3.194899999999999823e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
4.700000000000000000e+01,5.400000000000000000e+02,1.783000000000000114e+02,9.145000000000000000e+02,3.936000000000000227e+02,2.465740000000000000e+05,5.500000000000000000e+02,3.723500000000000143e-01,4.825639999999999930e+00,2.186399999999999899e+00,2.188509999999999955e+00,5.995199999999999640e+00,1.361699999999999910e+00,-7.441000000000000392e-02,1.517539999999999889e+00,5.688000000000000347e-03,9.110000000000000042e-02,3.410400000000000237e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
4.800000000000000000e+01,5.400000000000000000e+02,1.760000000000000000e+02,9.142999999999999545e+02,3.923000000000000114e+02,2.420650000000000000e+05,5.570000000000000000e+02,3.674399999999999888e-01,4.809529999999999639e+00,2.157230000000000203e+00,2.158780000000000143e+00,6.085300000000000153e+00,1.360800000000000010e+00,-6.919000000000000150e-02,1.489959999999999951e+00,5.934000000000000039e-03,9.610000000000000486e-02,3.611199999999999827e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
4.900000000000000000e+01,5.400000000000000000e+02,1.740000000000000000e+02,9.141000000000000227e+02,3.913000000000000114e+02,2.383480000000000000e+05,5.640000000000000000e+02,3.633899999999999908e-01,4.793330000000000091e+00,2.131860000000000088e+00,2.132989999999999942e+00,6.161699999999999733e+00,1.359900000000000109e+00,-6.386000000000000010e-02,1.459940000000000015e+00,6.160999999999999810e-03,1.006999999999999978e-01,3.796100000000000169e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
5.000000000000000000e+01,5.400000000000000000e+02,1.724000000000000057e+02,9.138999999999999773e+02,3.903999999999999773e+02,2.353000000000000000e+05,5.720000000000000000e+02,3.600499999999999812e-01,4.777339999999999698e+00,2.109849999999999781e+00,2.110679999999999890e+00,6.225699999999999790e+00,1.359099999999999975e+00,-5.845999999999999808e-02,1.427580000000000071e+00,6.368000000000000396e-03,1.049999999999999961e-01,3.964499999999999968e-02,5.568819999999999659e+00,6.387044999999999639e+00,6.397800000000000362e-03,6.746199999999999940e-03,6.397800000000000362e-03,6.746199999999999940e-03,4.182000000000000300e-02,3.738999999999999879e+00
5.100000000000000000e+01,5.400000000000000000e+02,1.710999999999999943e+02,9.137999999999999545e+02,3.896999999999999886e+02,2.328170000000000000e+05,5.790000000000000000e+02,3.573299999999999810e-01,4.761790000000000411e+00,2.090809999999999835e+00,2.091429999999999900e+00,6.278800000000000381e+00,1.358500000000000041e+00,-5.297000000000000319e-02,1.392949999999999910e+00,6.556000000000000195e-03,1.087999999999999939e-01,4.116100000000000314e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
5.200000000000000000e+01,5.400000000000000000e+02,1.700999999999999943e+02,9.137000000000000455e+02,3.891999999999999886e+02,2.308080000000000000e+05,5.860000000000000000e+02,3.551199999999999912e-01,4.746839999999999726e+00,2.074390000000000178e+00,2.074850000000000083e+00,6.322400000000000020e+00,1.357799999999999896e+00,-4.739000000000000157e-02,1.356139999999999901e+00,6.725000000000000075e-03,1.122999999999999970e-01,4.251599999999999824e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
5.300000000000000000e+01,5.400000000000000000e+02,1.691999999999999886e+02,9.136000000000000227e+02,3.886999999999999886e+02,2.291950000000000000e+05,5.930000000000000000e+02,3.533399999999999874e-01,4.732599999999999696e+00,2.060259999999999980e+00,2.060599999999999987e+00,6.357700000000000351e+00,1.357299999999999951e+00,-4.173000000000000320e-02,1.317209999999999992e+00,6.876000000000000167e-03,1.154000000000000026e-01,4.371599999999999792e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
5.400000000000000000e+01,5.400000000000000000e+02,1.685000000000000000e+02,9.135000000000000000e+02,3.883000000000000114e+02,2.279140000000000000e+05,6.000000000000000000e+02,3.519300000000000206e-01,4.719129999999999825e+00,2.048099999999999810e+00,2.048360000000000181e+00,6.386099999999999888e+00,1.356800000000000006e+00,-3.597000000000000197e-02,1.276340000000000030e+00,7.010999999999999871e-03,1.181999999999999995e-01,4.477300000000000030e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
5.500000000000000000e+01,5.400000000000000000e+02,1.680000000000000000e+02,9.135000000000000000e+02,3.881000000000000227e+02,2.269090000000000000e+05,6.060000000000000000e+02,3.508200000000000207e-01,4.706430000000000113e+00,2.037659999999999805e+00,2.037859999999999783e+00,6.408400000000000318e+00,1.356400000000000050e+00,-3.013000000000000053e-02,1.233749999999999902e+00,7.131000000000000186e-03,1.205999999999999989e-01,4.569800000000000251e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
5.600000000000000000e+01,5.400000000000000000e+02,1.675999999999999943e+02,9.133999999999999773e+02,3.878000000000000114e+02,2.261340000000000000e+05,6.120000000000000000e+02,3.499599999999999933e-01,4.694490000000000052e+00,2.028690000000000104e+00,2.028840000000000199e+00,6.425699999999999967e+00,1.356000000000000094e+00,-2.424000000000000113e-02,1.189850000000000074e+00,7.237000000000000377e-03,1.228000000000000064e-01,4.650399999999999673e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
5.700000000000000000e+01,5.400000000000000000e+02,1.673000000000000114e+02,9.133999999999999773e+02,3.876999999999999886e+02,2.255480000000000000e+05,6.180000000000000000e+02,3.493100000000000094e-01,4.683259999999999756e+00,2.020960000000000090e+00,2.021079999999999988e+00,6.438799999999999635e+00,1.355699999999999905e+00,-1.838000000000000050e-02,1.145310000000000050e+00,7.331999999999999976e-03,1.247000000000000053e-01,4.720599999999999796e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
5.800000000000000000e+01,5.400000000000000000e+02,1.670999999999999943e+02,9.133999999999999773e+02,3.875000000000000000e+02,2.251170000000000000e+05,6.240000000000000000e+02,3.488299999999999734e-01,4.672670000000000101e+00,2.014289999999999914e+00,2.014380000000000059e+00,6.448400000000000354e+00,1.355399999999999938e+00,-1.265999999999999938e-02,1.101050000000000084e+00,7.414999999999999716e-03,1.262999999999999956e-01,4.781699999999999839e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
5.900000000000000000e+01,5.400000000000000000e+02,1.669000000000000057e+02,9.133999999999999773e+02,3.875000000000000000e+02,2.248120000000000000e+05,6.290000000000000000e+02,3.484999999999999765e-01,4.662659999999999805e+00,2.008490000000000109e+00,2.008560000000000123e+00,6.455099999999999838e+00,1.355099999999999971e+00,-7.219999999999999855e-03,1.058370000000000033e+00,7.490000000000000130e-03,1.277999999999999969e-01,4.835099999999999815e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
6.000000000000000000e+01,5.400000000000000000e+02,1.668000000000000114e+02,9.132999999999999545e+02,3.873999999999999773e+02,2.246080000000000000e+05,6.340000000000000000e+02,3.482700000000000240e-01,4.653139999999999610e+00,2.003390000000000004e+00,2.003449999999999953e+00,6.459500000000000242e+00,1.354800000000000004e+00,-2.269999999999999882e-03,1.018909999999999982e+00,7.557999999999999614e-03,1.292000000000000093e-01,4.882100000000000328e-02,5.636599999999999611e+00,6.665390000000000370e+00,7.599299999999999805e-03,8.106199999999999170e-03,7.599299999999999805e-03,8.106199999999999170e-03,5.208999999999999742e-02,4.685999999999999943e+00
6.100000000000000000e+01,5.400000000000000000e+02,1.666999999999999886e+02,9.132999999999999545e+02,3.873999999999999773e+02,2.244810000000000000e+05,6.390000000000000000e+02,3.481299999999999950e-01,4.644029999999999880e+00,1.998850000000000016e+00,1.998899999999999899e+00,6.462100000000000399e+00,1.354600000000000026e+00,1.959999999999999937e-03,9.844800000000000217e-01,7.620000000000000037e-03,1.302999999999999992e-01,4.924100000000000005e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.200000000000000000e+01,5.400000000000000000e+02,1.666999999999999886e+02,9.132999999999999545e+02,3.873000000000000114e+02,2.244120000000000000e+05,6.440000000000000000e+02,3.480500000000000260e-01,4.635229999999999961e+00,1.994720000000000049e+00,1.994769999999999932e+00,6.463400000000000034e+00,1.354400000000000048e+00,5.279999999999999971e-03,9.568400000000000238e-01,7.676999999999999796e-03,1.315000000000000058e-01,4.962300000000000044e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.300000000000000000e+01,5.400000000000000000e+02,1.666999999999999886e+02,9.132999999999999545e+02,3.873000000000000114e+02,2.243800000000000000e+05,6.490000000000000000e+02,3.480199999999999960e-01,4.626660000000000217e+00,1.990879999999999983e+00,1.990930000000000089e+00,6.463899999999999757e+00,1.354200000000000070e+00,7.530000000000000235e-03,9.372500000000000275e-01,7.732000000000000157e-03,1.325000000000000067e-01,4.997900000000000259e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.400000000000000000e+01,5.400000000000000000e+02,1.666999999999999886e+02,9.132999999999999545e+02,3.873000000000000114e+02,2.243710000000000000e+05,6.530000000000000000e+02,3.480099999999999860e-01,4.618249999999999744e+00,1.987219999999999986e+00,1.987260000000000026e+00,6.463799999999999990e+00,1.354000000000000092e+00,8.699999999999999400e-03,9.259199999999999653e-01,7.785000000000000253e-03,1.335000000000000075e-01,5.031999999999999668e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+01,5.400000000000000000e+02,1.666999999999999886e+02,9.132999999999999545e+02,3.873000000000000114e+02,2.243700000000000000e+05,6.580000000000000000e+02,3.480099999999999860e-01,4.609910000000000174e+00,1.983630000000000004e+00,1.983670000000000044e+00,6.463499999999999801e+00,1.353799999999999892e+00,9.039999999999999425e-03,9.210199999999999498e-01,7.837000000000000216e-03,1.345000000000000084e-01,5.065700000000000064e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
